Year,Name,Graduates_Male,Graduates_Female,Employed_Male,Employed_Female,Overseas_Employment_Male,Overseas_Employment_Female,Agriculture_Fishery_Male,Agriculture_Fishery_Female,Creative_Activities_Male,Creative_Activities_Female,Entrepreneurship_Male,Entrepreneurship_Female,Freelancer_Male,Freelancer_Female,Uncounted_Male,Uncounted_Female,Others_Male,Others_Female,Employment_Rate,Pre_Employment_Male,Pre_Employment_Female,Campus_Employment_Male,Campus_Employment_Female
2022,동원과학기술대학교,574,314,307,204,6,3,0,0,0,0,5,5,14,3,127,36,115,63,75.4,81,68,4,5
2022,동원대학교,734,676,320,358,1,0,0,0,0,3,8,7,48,44,160,77,197,187,67.3,50,75,5,8
2022,동의과학대학교,"1,141",784,683,473,2,0,1,1,2,3,9,7,36,15,159,111,249,174,74.4,122,67,11,14
2022,두원공과대학교,"1,128",444,617,265,0,0,0,0,1,0,5,3,78,39,123,27,304,110,70.9,61,27,10,3
2022,마산대학교,706,"1,180",442,861,2,1,0,0,0,0,5,8,13,27,77,48,167,235,77.2,41,88,9,21
2022,명지전문대학,"1,108","1,519",470,616,2,2,0,0,5,17,14,26,101,150,189,202,327,506,62.7,93,131,15,18
2022,목포과학대학교,297,467,138,280,0,0,10,4,0,0,9,12,9,9,65,49,66,113,72.5,35,77,0,0
2022,문경대학교,67,182,33,130,0,0,0,0,0,0,3,2,2,1,18,10,11,39,77.4,8,19,0,0
2022,배화여자대학교,24,"1,122",20,548,0,5,0,0,0,0,0,4,0,66,2,103,2,396,61.8,16,76,0,14
2022,백석문화대학교,726,"1,230",315,710,8,2,0,0,14,22,10,9,57,59,153,151,169,277,73,38,101,11,22
2022,백제예술대학교,223,255,58,70,0,0,0,0,0,0,2,3,44,51,45,18,74,113,54.9,2,5,0,0
2022,부산경상대학교,342,503,157,240,1,1,1,1,5,6,14,21,12,25,73,80,79,129,69.9,31,73,6,10
2022,부산과학기술대학교,717,639,338,353,0,0,0,0,0,0,9,7,22,18,150,123,198,138,69,54,69,2,1
2022,부산보건대학교,329,751,159,487,0,2,0,1,3,12,4,1,15,22,68,67,80,159,74.7,23,82,3,7
2022,부산여자대학교,0,918,0,526,0,0,0,0,0,0,0,9,0,35,0,87,0,261,68.6,0,61,0,6
2022,부산예술대학교,100,146,17,34,0,0,0,0,0,0,3,8,7,8,34,28,39,68,41.8,3,8,0,0
2022,부천대학교,"1,378","1,681",811,903,0,3,1,0,3,20,10,13,75,117,158,205,320,420,72.6,357,174,15,28
2022,삼육보건대학교,55,391,33,281,0,0,0,0,0,0,0,3,0,10,8,23,14,74,78.8,3,69,0,7
2022,상지영서대학교,67,80,33,45,0,0,0,0,0,0,0,0,3,6,5,5,26,24,63.5,1,6,0,0
2022,서라벌대학교,76,133,47,99,0,0,0,0,0,0,1,3,1,0,6,4,21,27,75.9,8,24,1,0
2022,서영대학교,"1,042","1,085",610,655,0,1,0,0,11,28,18,13,43,35,141,97,219,256,74.9,255,154,2,13
2022,서울여자간호대학교,0,253,0,192,0,0,0,0,0,0,0,1,0,7,0,1,0,52,79.4,0,46,0,0
2022,서울예술대학교,439,688,130,235,1,1,0,0,7,5,12,15,112,160,58,69,119,203,67.8,14,26,7,7
2022,서일대학교,"1,141",902,544,461,0,0,0,0,11,20,10,7,78,73,184,111,314,230,68.9,81,71,21,27
2022,서정대학교,966,"1,187",431,634,0,0,0,0,0,0,15,36,33,48,313,205,174,264,73.2,205,290,8,9
2022,선린대학교,241,490,156,370,0,0,0,0,0,0,2,4,2,3,22,23,59,90,78.3,27,63,0,0
2022,성운대학교,113,563,68,320,1,0,6,5,0,0,10,26,5,16,9,59,14,137,75.2,41,215,0,1
2022,세경대학교,193,182,95,96,0,0,0,1,0,0,4,9,10,5,53,19,31,52,72.6,50,51,0,0
2022,송곡대학교,42,119,22,82,0,0,0,0,0,0,1,1,1,2,10,4,8,30,74.1,4,21,0,2
2022,송호대학교,128,230,65,135,0,0,0,0,0,0,8,10,5,9,24,18,26,58,73.4,20,47,3,1
2022,수성대학교,406,829,172,486,0,0,0,5,2,13,5,28,11,19,122,78,94,200,71.6,23,132,4,7
2022,수원과학대학교,"1,067",999,548,539,0,0,0,0,0,0,14,12,67,76,115,86,323,286,67.3,67,57,3,10
2022,수원여자대학교,2,"1,501",2,822,0,0,0,0,0,63,0,5,0,102,0,120,0,389,71.9,2,111,0,14
2022,순천제일대학교,596,437,328,279,1,0,0,4,0,0,7,8,12,11,67,31,181,104,69.5,72,74,1,2
2022,숭의여자대학교,0,"1,458",0,674,0,1,0,0,0,91,0,12,0,101,0,186,0,393,69.1,0,130,0,27
2022,신구대학교,868,"1,749",495,"1,017",0,11,0,0,15,37,7,11,52,99,105,146,194,428,73.7,78,181,9,22
2022,신성대학교,710,639,444,434,0,0,0,0,0,2,9,3,29,22,92,47,136,131,77.9,88,97,0,0
2022,신안산대학교,"1,068",589,521,262,0,0,0,0,7,6,5,4,83,50,135,62,317,205,64.2,70,32,5,8
2022,아주자동차대학교,410,13,239,7,1,0,0,0,0,0,0,0,16,1,66,2,88,3,74.4,20,1,0,0
2022,안동과학대학교,370,529,216,363,0,0,0,0,0,0,4,4,5,9,72,49,73,104,77.2,39,39,0,7
2022,안산대학교,592,"1,042",319,628,0,1,0,0,0,0,4,3,24,47,91,100,154,263,71.1,37,105,2,19
2022,여주대학교,"1,166",756,655,493,0,0,0,0,10,6,14,2,81,43,171,50,235,162,76.7,236,80,2,4
2022,연성대학교,789,"1,517",385,851,4,9,0,0,7,44,8,6,49,86,141,181,195,340,73,33,91,19,38
2022,연암공과대학교,405,31,297,25,17,1,0,0,0,0,1,0,7,0,13,3,70,2,82.9,20,1,2,0
2022,연암대학교,257,200,119,122,0,0,55,3,0,9,2,2,8,9,31,20,42,35,81,26,15,8,6
2022,영남외국어대학,33,162,22,88,0,0,0,0,0,0,3,11,1,3,4,21,3,39,75.3,9,45,0,0
2022,영남이공대학교,"1,327",964,800,609,7,3,0,0,3,7,9,6,22,25,206,129,280,185,76.2,123,94,14,22
2022,영진전문대학교,"2,038","1,084","1,295",637,64,19,0,6,12,18,22,12,28,14,247,188,370,190,79.2,275,174,7,19
2022,오산대학교,"1,211",784,646,435,0,0,0,0,13,36,9,7,74,66,187,81,282,159,74.5,144,108,8,33
2022,용인예술과학대학교,803,733,385,392,0,0,0,0,8,16,7,3,46,58,105,81,252,183,67.8,35,44,3,13
2022,우송정보대학,962,847,427,457,5,19,1,0,10,22,11,5,41,36,250,94,217,214,70.6,31,21,5,22
2022,울산과학대학교,"1,273",735,895,467,0,0,0,0,2,2,2,3,18,12,132,95,224,156,78.7,186,73,6,18
2022,웅지세무대학교,196,145,76,59,1,0,0,0,0,0,1,0,11,6,11,1,96,79,46.8,3,3,0,0
2022,원광보건대학교,501,"1,151",281,719,20,19,1,2,1,1,4,10,14,25,73,134,107,241,75.9,37,111,5,26
2022,유한대학교,"1,203",705,646,347,4,0,0,0,16,58,9,2,74,47,156,85,298,166,72.2,91,31,3,10
2022,인덕대학교,"1,125","1,216",538,547,4,1,0,0,7,30,14,13,82,108,206,148,274,369,67.6,108,76,10,24
2022,인하공업전문대학,"2,083",915,"1,294",504,1,3,0,0,0,2,19,5,80,48,212,80,477,273,72.3,255,47,2,1
2022,장안대학교,797,"1,294",353,673,3,17,0,0,13,57,15,10,75,97,123,132,215,308,71.5,32,49,9,26
2022,재능대학교,690,757,352,432,1,1,0,0,0,3,6,3,31,56,123,75,177,187,70.9,58,46,6,18
2022,전남과학대학교,810,668,450,357,0,0,22,16,0,2,27,40,20,19,178,84,113,150,78.4,218,119,2,2
2022,전남도립대학교,315,181,148,88,0,0,1,1,0,11,5,1,7,6,86,18,68,56,68.4,38,20,0,0
2022,전북과학대학교,274,374,127,184,0,0,21,25,0,0,12,7,3,8,80,76,31,74,78.7,70,52,2,1
2022,전주기전대학,209,409,59,182,0,0,4,3,1,10,1,6,4,7,113,85,27,116,66,9,36,1,4
2022,전주비전대학교,847,636,430,392,0,0,0,0,6,5,11,8,19,10,194,100,187,121,74.1,121,85,1,0
2022,제주관광대학교,289,408,145,255,0,0,4,5,0,0,1,3,10,9,78,64,51,72,77.8,23,45,3,4
2022,제주한라대학교,789,986,310,590,0,1,0,0,0,0,6,5,19,16,309,162,145,212,72.6,49,143,9,21
2022,조선간호대학교,23,165,18,127,0,0,0,0,0,0,0,1,0,2,0,1,5,34,79.1,0,23,0,1
2022,조선이공대학교,"1,104",303,668,124,0,0,4,4,10,23,18,6,25,15,132,61,247,70,73.9,81,36,4,7
2022,진주보건대학교,193,704,122,498,1,3,0,0,0,0,4,19,2,21,29,27,35,136,79.7,14,83,0,5
2022,창원문성대학교,498,435,278,262,0,0,0,0,0,2,5,6,14,10,72,22,129,133,68.8,36,52,0,4
2022,청강문화산업대학교,386,806,187,341,1,0,0,0,2,18,7,12,37,123,59,110,93,202,71.2,9,16,2,7
2022,청암대학교,260,625,145,398,0,0,0,0,0,0,2,12,7,15,29,30,77,170,70.1,18,63,0,2
2022,춘해보건대학교,203,689,151,520,0,0,0,0,0,0,2,3,4,24,23,37,23,105,84.6,27,68,0,2
2022,충남도립대학교,218,187,132,102,0,0,2,0,1,7,2,1,4,6,29,12,48,59,70.6,20,19,3,8
2022,충북도립대학교,201,98,114,60,2,0,4,2,0,1,1,1,4,1,35,6,41,27,73.6,14,7,0,4
2022,충북보건과학대학교,528,505,329,346,1,1,2,3,0,0,4,6,20,14,71,35,101,100,78.3,55,74,2,4
2022,충청대학교,678,732,363,439,0,0,0,0,1,0,7,12,28,24,103,65,176,192,70.4,65,67,5,4
2022,포항대학교,331,271,213,174,0,0,0,0,0,0,0,3,4,5,29,16,85,73,71.6,52,35,0,3
2022,한국골프대학교,92,35,38,11,0,1,0,0,0,0,5,5,12,8,19,6,18,4,78.4,14,4,0,0
2022,한국관광대학교,318,472,182,249,0,0,0,0,0,0,4,5,25,31,43,42,64,145,70.4,16,19,2,4
2022,한국농수산대학교,400,141,60,47,1,0,116,49,0,0,1,0,2,4,176,16,44,25,80.2,10,12,0,0
2022,한국복지대학교,119,121,68,54,0,2,0,0,2,0,0,3,2,7,25,25,22,30,72.6,8,5,0,2
2022,한국승강기대학교,284,5,199,1,0,0,0,0,0,0,1,0,7,0,20,2,57,2,77.9,17,0,1,0
2022,한국영상대학교,470,702,175,312,1,6,0,0,17,32,9,10,74,73,113,132,81,137,76.5,23,21,5,4
2022,한국폴리텍 I 대학 서울강서캠퍼스,114,106,70,59,0,0,0,0,9,14,1,0,5,5,12,6,17,22,80.7,11,5,0,0
2022,한국폴리텍 I 대학 서울정수캠퍼스,543,96,346,54,0,1,0,0,3,9,3,0,14,7,61,9,116,16,76.8,75,5,0,0
2022,한국폴리텍 I 대학 성남캠퍼스,386,17,256,7,1,0,0,0,17,3,0,0,13,0,28,2,71,5,79.6,25,1,0,0
2022,한국폴리텍 I 대학 제주캠퍼스,11,6,7,2,0,0,0,0,0,0,0,0,0,0,3,1,1,3,69.2,1,0,0,0
2022,한국폴리텍 II 대학 남인천캠퍼스,10,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,2,0,0
2022,한국폴리텍 II 대학 인천캠퍼스,808,75,508,40,0,0,0,0,11,9,8,1,44,3,88,4,149,18,78.9,139,7,0,0
2022,한국폴리텍 III 대학 강릉캠퍼스,57,1,46,1,0,0,0,0,0,0,0,0,0,0,3,0,8,0,85.5,4,0,0,0
2022,한국폴리텍 III 대학 원주캠퍼스,36,2,25,2,0,0,0,0,0,0,0,0,0,0,5,0,6,0,81.8,0,0,0,0
2022,한국폴리텍 III 대학 춘천캠퍼스,110,13,74,8,0,1,0,0,3,2,0,0,3,1,12,0,18,1,82.9,3,0,0,0
2022,한국폴리텍 IV 대학 대전캠퍼스,348,24,248,13,0,0,0,0,5,4,0,1,2,2,18,0,75,4,77.7,22,1,0,0
2022,한국폴리텍 IV 대학 아산캠퍼스,207,33,139,16,0,0,0,0,4,7,1,0,8,1,27,2,28,7,83.4,9,1,0,0
2022,한국폴리텍 IV 대학 청주캠퍼스,334,13,254,8,2,0,0,0,0,0,4,0,7,0,15,0,52,5,82.8,45,2,0,0
2022,한국폴리텍 IV 대학 홍성캠퍼스,122,1,83,0,0,0,1,0,0,0,2,0,2,0,15,0,19,1,81.5,6,0,2,0
2022,한국폴리텍 V 대학 광주캠퍼스,373,19,281,14,0,0,0,0,0,0,2,1,8,0,20,1,62,3,82.5,18,1,0,0
2022,한국폴리텍 V 대학 순천캠퍼스,7,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,66.7,1,0,0,0
2022,한국폴리텍 V 대학 익산캠퍼스,51,1,41,0,0,0,0,0,0,0,1,1,1,0,2,0,6,0,88,12,0,0,0
2022,한국폴리텍 V 대학 전남캠퍼스,103,2,69,1,0,0,0,0,0,0,0,0,1,0,8,0,25,1,73.2,10,0,0,0
2022,한국폴리텍 V 대학 전북캠퍼스,205,6,137,6,0,0,0,0,0,0,3,0,4,0,14,0,47,0,76.1,8,0,0,0
2022,한국폴리텍 VI 대학 구미캠퍼스,208,4,167,4,0,0,0,0,0,0,0,0,3,0,8,0,30,0,85.3,14,0,0,0
2022,한국폴리텍 VI 대학 대구캠퍼스,278,8,197,3,0,0,0,0,2,0,1,0,2,0,13,2,63,3,75.6,17,0,0,0
2022,한국폴리텍 VI 대학 영남융합기술캠퍼스,43,28,20,9,0,0,0,0,7,10,0,0,0,1,14,6,2,2,92.2,2,1,0,0
2022,한국폴리텍 VI 대학 영주캠퍼스,20,0,9,0,0,0,0,0,0,0,0,0,2,0,4,0,5,0,68.8,0,0,0,0
2022,한국폴리텍 VII 대학 부산캠퍼스,383,11,274,7,0,0,0,0,3,0,3,0,8,1,29,0,66,3,81.1,34,1,0,0
2022,한국폴리텍 VII 대학 울산캠퍼스,334,5,235,2,1,0,0,0,35,0,1,0,3,0,10,1,49,2,84.5,27,0,0,0
2022,한국폴리텍 VII 대학 창원캠퍼스,617,28,477,23,0,0,0,0,5,1,2,0,3,0,19,2,111,2,81.9,128,6,0,1
2022,한국폴리텍 특성화대학 바이오캠퍼스,134,62,118,53,0,0,0,0,0,0,0,0,0,0,2,3,14,6,89.5,7,3,0,0
2022,한국폴리텍 특성화대학 반도체융합캠퍼스,233,45,166,31,0,0,0,0,2,4,3,0,5,1,15,3,42,6,81.5,18,6,0,0
2022,한국폴리텍 특성화대학 항공캠퍼스,241,9,163,4,0,0,0,0,0,0,2,0,6,0,21,2,49,3,77.1,13,1,1,0
2022,한림성심대학교,435,625,238,394,0,0,0,0,0,0,6,2,15,12,93,89,83,128,76,54,51,3,14
2022,한양여자대학교,0,"2,493",0,"1,159",0,42,0,0,0,55,0,22,0,224,0,286,0,705,68.1,0,156,0,39
2022,한영대학교,337,182,240,121,0,0,0,3,0,0,0,7,1,4,5,5,91,42,73.9,55,38,0,0
2022,혜전대학교,377,573,208,383,0,0,0,0,0,0,5,1,23,20,33,30,108,139,72.2,17,57,4,6
2022,호산대학교,176,481,79,293,0,0,0,2,0,0,7,18,6,13,47,33,37,122,72.4,21,119,0,0
