Year,Name,Scholar_Male,Scholar_Female,Military_Male,Unemployed_Male,Unemployed_Female,Foreign_Male,Foreign_Female,Excluded_Male,Excluded_Female
2022,한국공학대학교,67,31,29,0,0,5,4,4,0
2022,한국과학기술원,286,88,18,0,0,39,17,1,0
2022,한국교원대학교,3,3,2,0,1,1,0,1,1
2022,한국국제대학교,1,0,10,0,0,1,2,4,4
2022,한국기술교육대학교,40,14,0,0,0,5,3,0,1
2022,한국성서대학교,7,2,0,0,0,2,2,0,3
2022,한국예술종합학교,9,25,13,0,1,1,9,1,2
2022,한국외국어대학교,102,147,7,2,3,104,234,3,13
2022,한국전통문화대학교,12,21,1,0,0,0,0,0,0
2022,한국체육대학교,11,12,43,0,0,2,1,2,3
2022,한국침례신학대학교,28,22,8,0,0,0,3,36,34
2022,한국항공대학교,69,22,5,0,0,6,3,7,0
2022,한남대학교,52,48,13,0,0,27,51,13,20
2022,한동대학교,71,51,3,0,0,5,9,0,2
2022,한라대학교,9,1,10,0,0,0,0,1,6
2022,한려대학교,0,0,0,0,0,0,0,0,0
2022,한림대학교,51,79,14,1,1,23,36,2,3
2022,한서대학교,26,14,14,1,1,33,43,2,4
2022,한성대학교,18,21,7,0,0,4,19,1,3
2022,한세대학교,9,14,4,0,0,4,5,11,22
2022,한신대학교,23,21,4,0,0,1,4,15,10
2022,한양대학교,329,160,25,2,1,133,233,7,1
2022,한양대학교(ERICA) _분교,156,109,31,2,0,58,39,2,7
2022,한일장신대학교,5,8,6,0,0,0,0,9,5
2022,협성대학교,17,24,3,0,0,21,25,11,10
2022,호남대학교,15,12,27,0,0,173,136,15,22
2022,호남신학대학교,10,5,2,0,0,0,1,13,9
2022,호서대학교,46,35,16,0,0,40,50,17,16
2022,호원대학교,1,4,31,1,0,24,15,1,15
2022,홍익대학교,68,71,9,3,0,25,123,1,5
2022,홍익대학교 _제2캠퍼스,33,21,10,0,0,5,4,1,5
2022,화성의과학대학교,1,1,1,0,0,0,0,3,1
2022,ICT폴리텍대학,2,0,7,0,0,0,0,1,0
2022,가톨릭상지대학교,12,23,14,0,0,6,5,1,6
2022,강동대학교,28,51,81,1,1,0,1,1,13
2022,강릉영동대학교,29,20,53,0,0,0,0,1,6
2022,강원관광대학교,4,1,11,2,0,0,0,4,3
2022,강원도립대학교,6,7,20,1,0,0,0,0,5
2022,거제대학교,2,6,4,0,0,45,4,0,1
2022,경기과학기술대학교,71,55,69,0,0,13,6,7,5
2022,경남도립거창대학,12,4,21,0,0,0,0,3,1
2022,경남도립남해대학,14,8,9,0,0,0,0,1,5
2022,경남정보대학교,85,113,77,1,0,1,2,13,27
2022,경민대학교,82,79,71,0,0,0,0,5,12
2022,경복대학교,34,172,43,1,0,1,12,7,16
2022,경북과학대학교,9,7,10,0,0,122,27,2,6
2022,경북도립대학교,9,14,19,0,0,0,0,1,4
2022,경북보건대학교,2,0,2,0,0,0,0,0,4
2022,경북전문대학교,73,28,78,0,0,0,0,4,12
2022,경인여자대학교,0,245,0,0,1,0,27,0,20
2022,계명문화대학교,78,131,90,0,1,43,18,10,16
2022,계원예술대학교,40,92,21,0,0,0,1,2,4
2022,광양보건대학교,10,31,17,0,0,0,0,0,0
2022,광주보건대학교,14,37,16,1,1,0,0,5,10
2022,구미대학교,44,44,77,0,0,4,6,8,19
2022,국제대학교,42,96,112,0,0,37,30,8,8
2022,군산간호대학교,0,0,0,0,0,0,0,0,0
2022,군장대학교,20,21,31,0,0,51,13,3,8
2022,기독간호대학교,0,0,0,0,0,0,0,0,1
2022,김포대학교,27,56,93,0,0,5,9,3,4
2022,김해대학교,11,12,18,0,0,0,0,3,9
2022,나주대학교,7,24,2,1,0,0,1,5,11
2022,농협대학교,0,0,0,0,0,0,0,0,0
2022,대경대학교,56,68,102,1,0,15,2,8,11
2022,대구공업대학교,18,20,23,0,0,55,50,7,12
2022,대구과학대학교,43,51,74,0,1,0,0,10,17
2022,대구보건대학교,62,114,36,0,0,12,7,3,15
2022,대덕대학교,69,51,169,0,0,1,0,6,12
2022,대동대학교,10,10,8,0,0,0,0,5,5
2022,대림대학교,79,89,100,1,0,6,0,5,11
2022,대원대학교,29,29,37,0,0,4,7,4,11
2022,대전과학기술대학교,33,70,75,0,0,0,1,6,12
2022,대전보건대학교,31,104,54,0,0,0,0,5,11
2022,동강대학교,25,32,52,0,0,0,0,16,16
2022,동남보건대학교,12,42,28,0,0,0,0,0,7
2022,동서울대학교,114,125,81,0,0,2,1,8,18
2022,동아방송예술대학교,30,67,9,0,0,1,4,4,9
2022,동아보건대학교,10,22,16,0,0,0,0,4,4
2022,동양미래대학교,112,95,65,0,0,27,16,11,5
2022,동원과학기술대학교,37,25,83,0,0,5,8,2,3
2022,동원대학교,30,57,107,0,0,15,12,8,8
2022,동의과학대학교,87,90,59,1,1,3,1,9,19
2022,두원공과대학교,60,22,57,0,0,2,0,4,5
2022,마산대학교,20,33,42,0,0,7,6,8,9
2022,명지전문대학,101,181,81,0,0,1,3,6,18
2022,목포과학대학교,19,26,33,0,0,3,6,10,17
2022,문경대학교,5,5,12,0,0,1,0,0,5
2022,배화여자대학교,1,90,1,0,0,0,0,0,13
2022,백석문화대학교,43,136,108,0,0,0,4,2,11
2022,백제예술대학교,5,7,37,0,0,0,0,3,11
2022,부산경상대학교,47,73,22,1,0,0,0,3,7
2022,부산과학기술대학교,50,50,42,1,0,55,63,2,10
2022,부산보건대학교,20,50,38,0,0,1,0,9,17
2022,부산여자대학교,0,58,0,0,0,0,2,0,27
2022,부산예술대학교,10,23,21,0,0,0,0,3,5
2022,부천대학교,70,157,68,0,0,11,29,9,19
2022,삼육보건대학교,1,19,7,0,0,0,1,0,3
2022,상지영서대학교,3,1,2,0,0,0,0,0,4
2022,서라벌대학교,1,1,5,0,0,0,0,0,3
2022,서영대학교,54,79,78,0,0,0,0,9,18
2022,서울여자간호대학교,0,0,0,0,0,0,0,0,1
2022,서울예술대학교,31,63,20,1,0,3,1,3,5
2022,서일대학교,101,101,65,0,2,7,2,11,6
2022,서정대학교,28,86,58,0,0,221,98,6,21
2022,선린대학교,5,14,15,0,0,1,1,1,8
2022,성운대학교,5,40,3,0,0,0,0,1,19
2022,세경대학교,18,15,34,0,0,0,0,1,4
2022,송곡대학교,2,2,7,0,0,0,0,1,2
2022,송호대학교,5,14,15,0,0,4,2,0,2
2022,수성대학교,43,40,55,1,1,17,16,6,21
2022,수원과학대학교,47,73,66,1,0,0,2,1,11
2022,수원여자대학교,0,107,0,0,0,0,2,0,11
2022,순천제일대학교,15,16,25,11,0,11,5,5,10
2022,숭의여자대학교,0,167,0,0,0,0,0,0,19
2022,신구대학교,41,131,58,0,0,0,0,6,15
2022,신성대학교,25,43,62,0,0,1,1,4,3
2022,신안산대학교,40,49,83,0,0,2,0,10,13
2022,아주자동차대학교,28,2,12,0,0,25,0,1,0
2022,안동과학대학교,33,33,32,0,0,3,8,4,8
2022,안산대학교,45,94,42,0,0,2,1,2,5
2022,여주대학교,39,41,125,1,0,1,1,5,8
2022,연성대학교,50,156,76,0,0,8,13,7,12
2022,연암공과대학교,11,3,1,0,0,0,0,1,0
2022,연암대학교,10,17,20,0,0,0,0,1,3
2022,영남외국어대학,1,12,3,0,0,0,0,0,9
2022,영남이공대학교,104,66,55,0,0,40,50,7,13
2022,영진전문대학교,73,86,88,0,1,70,81,16,20
2022,오산대학교,72,74,108,0,1,0,0,7,6
2022,용인예술과학대학교,48,62,40,1,0,14,13,2,6
2022,우송정보대학,90,65,129,0,1,25,12,6,16
2022,울산과학대학교,28,62,50,0,0,50,30,4,3
2022,웅지세무대학교,1,1,10,0,0,0,0,0,0
2022,원광보건대학교,17,87,47,0,2,4,18,5,27
2022,유한대학교,71,72,70,3,0,0,1,12,12
2022,인덕대학교,103,123,84,1,0,5,6,13,19
2022,인하공업전문대학,94,65,95,2,0,5,10,16,5
2022,장안대학교,59,125,58,0,0,0,1,6,6
2022,재능대학교,24,59,93,0,0,1,1,5,15
2022,전남과학대학교,38,55,127,0,2,3,10,10,17
2022,전남도립대학교,21,11,59,0,0,1,1,5,6
2022,전북과학대학교,8,15,22,0,0,42,48,8,13
2022,전주기전대학,22,50,30,0,2,54,15,7,18
2022,전주비전대학교,65,53,77,0,0,42,31,10,16
2022,제주관광대학교,9,21,37,1,0,25,37,6,6
2022,제주한라대학교,37,51,89,0,1,176,96,7,14
2022,조선간호대학교,0,0,0,0,0,0,0,0,1
2022,조선이공대학교,49,41,48,1,0,21,4,13,16
2022,진주보건대학교,10,22,17,0,0,0,0,2,5
2022,창원문성대학교,21,14,45,0,0,1,0,5,8
2022,청강문화산업대학교,30,100,25,1,1,0,0,3,9
2022,청암대학교,7,17,19,1,0,0,0,2,13
2022,춘해보건대학교,10,32,12,0,0,1,0,0,5
2022,충남도립대학교,3,9,25,0,0,0,0,1,3
2022,충북도립대학교,11,6,22,0,0,1,0,1,0
2022,충북보건과학대학교,31,28,38,0,0,0,0,2,7
2022,충청대학교,40,54,55,0,0,1,2,7,9
2022,포항대학교,7,10,19,1,0,0,1,2,5
2022,한국골프대학교,13,2,3,0,0,1,1,2,3
2022,한국관광대학교,11,33,30,0,0,1,1,1,8
2022,한국농수산대학교,15,16,159,0,0,0,0,2,0
2022,한국복지대학교,16,21,4,0,0,0,0,5,4
2022,한국승강기대학교,11,2,4,0,0,4,0,1,0
2022,한국영상대학교,53,99,41,1,0,14,26,4,7
2022,한국폴리텍 I 대학 서울강서캠퍼스,4,3,8,0,0,0,0,0,3
2022,한국폴리텍 I 대학 서울정수캠퍼스,15,3,43,0,0,1,0,2,6
2022,한국폴리텍 I 대학 성남캠퍼스,9,2,15,0,0,1,0,3,0
2022,한국폴리텍 I 대학 제주캠퍼스,0,1,3,0,0,0,0,0,0
2022,한국폴리텍 II 대학 남인천캠퍼스,0,0,0,0,0,0,0,0,0
2022,한국폴리텍 II 대학 인천캠퍼스,11,3,64,0,0,0,0,13,1
2022,한국폴리텍 III 대학 강릉캠퍼스,0,0,3,0,0,0,0,0,0
2022,한국폴리텍 III 대학 원주캠퍼스,2,0,3,0,0,0,0,0,0
2022,한국폴리텍 III 대학 춘천캠퍼스,4,0,8,0,0,0,0,0,0
2022,한국폴리텍 IV 대학 대전캠퍼스,9,0,6,0,0,0,0,3,0
2022,한국폴리텍 IV 대학 아산캠퍼스,8,2,18,0,0,0,0,1,0
2022,한국폴리텍 IV 대학 청주캠퍼스,2,0,9,0,0,0,0,4,0
2022,한국폴리텍 IV 대학 홍성캠퍼스,4,0,11,0,0,0,0,0,0
2022,한국폴리텍 V 대학 광주캠퍼스,2,0,13,1,0,0,0,4,1
2022,한국폴리텍 V 대학 순천캠퍼스,0,0,4,0,0,0,0,0,0
2022,한국폴리텍 V 대학 익산캠퍼스,0,0,1,0,0,0,0,1,0
2022,한국폴리텍 V 대학 전남캠퍼스,3,0,4,0,0,0,0,1,0
2022,한국폴리텍 V 대학 전북캠퍼스,2,0,12,0,0,0,0,0,0
2022,한국폴리텍 VI 대학 구미캠퍼스,1,0,7,0,0,0,0,0,0
2022,한국폴리텍 VI 대학 대구캠퍼스,2,2,10,0,0,0,0,1,0
2022,한국폴리텍 VI 대학 영남융합기술캠퍼스,0,5,14,0,0,0,0,0,1
2022,한국폴리텍 VI 대학 영주캠퍼스,0,0,3,0,0,1,0,0,0
2022,한국폴리텍 VII 대학 부산캠퍼스,10,0,11,0,0,0,0,8,0
2022,한국폴리텍 VII 대학 울산캠퍼스,2,1,5,0,0,0,0,3,0
2022,한국폴리텍 VII 대학 창원캠퍼스,9,0,9,0,0,0,1,1,1
2022,한국폴리텍 특성화대학 바이오캠퍼스,1,3,0,0,0,0,0,1,0
2022,한국폴리텍 특성화대학 반도체융합캠퍼스,10,2,4,1,0,0,0,0,1
2022,한국폴리텍 특성화대학 항공캠퍼스,7,2,12,1,0,0,0,1,0
2022,한림성심대학교,38,83,46,0,0,4,1,5,5
2022,한양여자대학교,0,244,0,0,1,0,20,0,21
2022,한영대학교,2,1,2,0,0,0,0,1,4
2022,혜전대학교,15,21,16,1,0,0,1,1,8
2022,호산대학교,12,20,10,0,0,23,5,2,8
